 ,,,,,,
"PRECIOS MÁXIMOS AL PÚBLICO APLICABLES A LAS GASOLINAS Y EL DIÉSEL EN LAS REGIONES QUE SE INDICAN, CORRESPONDIENTES AL PERIODO COMPRENDIDO DEL 7 AL 9 DE OCTUBRE DE 2017",,,,,,
NO. DE REGIÓN,REGIÓN,ESTADO(S),MUNICIPIO(S) Y/O ZONA METROPOLITANA,PRECIOS MÁXIMOS AL PÚBLICO,,
,,,,GASOLINA MENOR A 92 OCTANOS,GASOLINA  MAYOR O IGUAL A 92 OCTANOS,DIÉSEL
,,,IGUALA DE LA INDEPENDENCIA,$16.05,$17.76,$16.92
24,IRAPUATO,GUANAJUATO,YURIRIA,$16.22,$17.92,$17.10
,,,PENJAMO,$16.22,$17.92,$17.10
,,,HUANIMARO,$16.22,$17.92,$17.10
,,,GUANAJUATO,$16.22,$17.92,$17.10
,,,CUERAMARO,$16.22,$17.92,$17.10
,,,VALLE DE SANTIAGO,$16.22,$17.92,$17.10
,,,SILAO DE LA VICTORIA,$16.22,$17.92,$17.10
,,,ABASOLO,$16.22,$17.92,$17.10
,,,PUEBLO NUEVO,$16.22,$17.92,$17.10
,,,SALAMANCA,$16.22,$17.92,$17.10
,,,IRAPUATO,$16.22,$17.92,$17.10
25,JALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,NAOLINCO,$15.68,$17.37,$16.52
,,,TEOCELO,$15.68,$17.37,$16.52
,,,ACAJETE,$15.68,$17.37,$16.52
,,,EMILIANO ZAPATA,$15.68,$17.37,$16.52
,,,XICO,$15.68,$17.37,$16.52
,,,XALAPA,$15.68,$17.37,$16.52
,,,BANDERILLA,$15.68,$17.37,$16.52
,,,COATEPEC,$15.68,$17.37,$16.52
,,,JILOTEPEC,$15.68,$17.37,$16.52
,,,RAFAEL LUCIO,$15.68,$17.37,$16.52
27,LA PAZ,BAJA CALIFORNIA SUR,COMONDU,$16.09,$17.77,$16.93
,,,LOS CABOS,$16.09,$17.77,$16.93
,,,LA PAZ,$16.09,$17.77,$16.93
28,LAZARO CARDENAS,MICHOACÁN DE OCAMPO,ARTEAGA,$16.00,$17.70,$16.84
,,,LAZARO CARDENAS,$16.00,$17.70,$16.84
,,GUERRERO,LA UNIÓN DE ISIDORO MONTES DE OCA,$16.00,$17.70,$16.84
29,LEON,JALISCO,UNION DE SAN ANTONIO,$16.16,$17.86,$17.02
,,,LAGOS DE MORENO,$16.16,$17.86,$17.02
,,,SAN DIEGO DE ALEJANDRIA,$16.16,$17.86,$17.02
,,GUANAJUATO,ROMITA,$16.16,$17.86,$17.02
,,,MANUEL DOBLADO,$16.16,$17.86,$17.02
,,,PURISIMA DEL RINCON,$16.16,$17.86,$17.02
,,,SAN FRANCISCO DEL RINCON,$16.16,$17.86,$17.02
,,,LEON,$16.16,$17.86,$17.02
30,MADERO,VERACRUZ DE IGNACIO DE LA LLAVE,CHINAMPA DE GOROSTIZA,$15.45,$17.15,$16.31
,,,OZULUAMA DE MASCAREÑAS,$15.45,$17.15,$16.31
,,,PANUCO,$15.45,$17.15,$16.31
,,,TAMPICO ALTO,$15.45,$17.15,$16.31
,,,CUICHAPA,$15.45,$17.15,$16.31
,,,PUEBLO VIEJO,$15.45,$17.15,$16.31
,,SAN LUIS POTOSÍ,EBANO,$15.45,$17.15,$16.31
,,HIDALGO,JALTOCAN,$15.45,$17.15,$16.31
32,MANTE,SAN LUIS POTOSÍ,EL NARANJO,$15.72,$17.42,$16.57
33,MANZANILLO,JALISCO,CIHUATLAN,$16.04,$17.74,$16.89
,,,CUAUTITLAN DE GARCÍA BARRAGÁN,$16.04,$17.74,$16.89
,,,LA HUERTA,$16.04,$17.74,$16.89
,,MICHOACÁN DE OCAMPO,AQUILA,$16.04,$17.74,$16.89
,,,COAHUAYANA,$16.04,$17.74,$16.89
,,COLIMA,ARMERIA,$16.04,$17.74,$16.89
,,,IXTLAHUACAN,$16.04,$17.74,$16.89
,,,MANZANILLO,$16.04,$17.74,$16.89
,,,MINATITLAN,$16.04,$17.74,$16.89
,,,TECOMAN,$16.04,$17.74,$16.89
34,MATEHUALA,SAN LUIS POTOSÍ,CATORCE,$16.07,$17.76,$16.91
,,,VILLA DE GUADALUPE,$16.07,$17.76,$16.91
,,,VANEGAS,$16.07,$17.76,$16.91
,,,CEDRAL,$16.07,$17.76,$16.91
,,,MATEHUALA,$16.07,$17.76,$16.91
,,,VILLA DE LA PAZ,$16.07,$17.76,$16.91
35,MAZATLAN,SINALOA,ELOTA,$16.01,$17.71,$16.90
,,,ESCUINAPA,$16.01,$17.71,$16.90
,,,ROSARIO,$16.01,$17.71,$16.90
,,,CONCORDIA,$16.01,$17.71,$16.90
,,,MAZATLAN,$16.01,$17.71,$16.90
,,NAYARIT,TUXPAN,$16.01,$17.71,$16.90
36,MERIDA,YUCATÁN,RIO LAGARTOS,$15.49,$17.20,$16.36
,,,CHEMAX,$15.49,$17.20,$16.36
,,,ESPITA,$15.49,$17.20,$16.36
,,,TEMOZON,$15.49,$17.20,$16.36
,,,VALLADOLID,$15.49,$17.20,$16.36
,,,PETO,$15.49,$17.20,$16.36
,,,TZUCACAB,$15.49,$17.20,$16.36
,,,TINUM,$15.49,$17.20,$16.36
,,,DZILAM DE BRAVO,$15.49,$17.20,$16.36
,,,TEKAX,$15.49,$17.20,$16.36
,,,OXKUTZCAB,$15.49,$17.20,$16.36
,,,AKIL,$15.49,$17.20,$16.36
,,,CACALCHEN,$15.49,$17.20,$16.36
,,,CHUMAYEL,$15.49,$17.20,$16.36
,,,IZAMAL,$15.49,$17.20,$16.36
,,,CANSAHCAB,$15.49,$17.20,$16.36
,,,CELESTUN,$15.49,$17.20,$16.36
,,,TELCHAC PUEBLO,$15.49,$17.20,$16.36
,,,TICUL,$15.49,$17.20,$16.36
,,,MAXCANU,$15.49,$17.20,$16.36
,,,SUMA,$15.49,$17.20,$16.36
,,,TEKANTO,$15.49,$17.20,$16.36
,,,MOTUL,$15.49,$17.20,$16.36
,,,HOCTUN,$15.49,$17.20,$16.36
,,,MUNA,$15.49,$17.20,$16.36
,,,KOPOMA,$15.49,$17.20,$16.36
,,,HUNUCMA,$15.49,$17.20,$16.36
,,,TIXKOKOB,$15.49,$17.20,$16.36
,,,ACANCEH,$15.49,$17.20,$16.36
,,,KINCHIL,$15.49,$17.20,$16.36
,,,KANASIN,$15.49,$17.20,$16.36
,,,MERIDA,$15.49,$17.20,$16.36
,,,MAYAPAN,$15.49,$17.20,$16.36
,,,UMAN,$15.49,$17.20,$16.36
,,QUINTANA ROO,JOSE MARIA MORELOS,$15.49,$17.20,$16.36
38,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE,SAYULA DE ALEMAN,$15.54,$17.24,$16.38
,,,CHINAMECA,$15.54,$17.24,$16.38
,,,ACAYUCAN,$15.54,$17.24,$16.38
,,,ZARAGOZA,$15.54,$17.24,$16.38
,,,MECAYAPAN,$15.54,$17.24,$16.38
,,,MINATITLAN,$15.54,$17.24,$16.38
,,,TEXISTEPEC,$15.54,$17.24,$16.38
40,MORELIA,MICHOACÁN DE OCAMPO,IRIMBO,$16.23,$17.92,$17.09
,,,SALVADOR ESCALANTE,$16.23,$17.92,$17.09
,,,ERONGARICUARO,$16.23,$17.92,$17.09
,,,MARAVATIO,$16.23,$17.92,$17.09
,,,TZITZIO,$16.23,$17.92,$17.09
,,,ANGAMACUTIRO,$16.23,$17.92,$17.09
,,,PATZCUARO,$16.23,$17.92,$17.09
,,,HIDALGO,$16.23,$17.92,$17.09
,,,MADERO,$16.23,$17.92,$17.09
,,,PURUANDIRO,$16.23,$17.92,$17.09
,,,TZINTZUNTZAN,$16.23,$17.92,$17.09
,,,HUIRAMBA,$16.23,$17.92,$17.09
,,,QUIROGA,$16.23,$17.92,$17.09
,,,LAGUNILLAS,$16.23,$17.92,$17.09
,,,ACUITZIO,$16.23,$17.92,$17.09
,,,QUERENDARO,$16.23,$17.92,$17.09
,,,ZINAPECUARO,$16.23,$17.92,$17.09
,,,MORELOS,$16.23,$17.92,$17.09
,,,COENEO,$16.23,$17.92,$17.09
,,,HUANIQUEO,$16.23,$17.92,$17.09
,,,INDAPARAPEO,$16.23,$17.92,$17.09
,,,SANTA ANA MAYA,$16.23,$17.92,$17.09
,,,CHARO,$16.23,$17.92,$17.09
,,,HUANDACAREO,$16.23,$17.92,$17.09
,,,ALVARO OBREGON,$16.23,$17.92,$17.09
,,,MORELIA,$16.23,$17.92,$17.09
,,,TARIMBARO,$16.23,$17.92,$17.09
,,,CUITZEO,$16.23,$17.92,$17.09
,,GUANAJUATO,URIANGATO,$16.23,$17.92,$17.09
,,,MOROLEON,$16.23,$17.92,$17.09
44,OAXACA,OAXACA,SANTA MARIA LA ASUNCION,$15.98,$17.67,$16.87
,,,HEROICA CIUDAD DE TLAXIACO,$15.98,$17.67,$16.87
,,,SAN JUAN TEPOSCOLULA,$15.98,$17.67,$16.87
,,,SAN JUAN LACHAO,$15.98,$17.67,$16.87
,,,TAMAZULAPAM DEL ESPIRITU SANTO,$15.98,$17.67,$16.87
,,,VILLA DE CHILAPA DE DIAZ,$15.98,$17.67,$16.87
,,,SANTO DOMINGO TEOJOMULCO,$15.98,$17.67,$16.87
,,,TEPELMEME VILLA DE MORELOS,$15.98,$17.67,$16.87
,,,VILLA TEJUPAM DE LA UNION,$15.98,$17.67,$16.87
,,,ASUNCION NOCHIXTLAN,$15.98,$17.67,$16.87
,,,MIAHUATLAN DE PORFIRIO DIAZ,$15.98,$17.67,$16.87
,,,SANTA MARIA LACHIXIO,$15.98,$17.67,$16.87
,,,IXTLAN DE JUAREZ,$15.98,$17.67,$16.87
,,,SAN PEDRO Y SAN PABLO AYUTLA,$15.98,$17.67,$16.87
,,,HEROICA CIUDAD DE EJUTLA DE CRESPO,$15.98,$17.67,$16.87
,,,ZIMATLAN DE ALVAREZ,$15.98,$17.67,$16.87
,,,AYOQUEZCO DE ALDAMA,$15.98,$17.67,$16.87
,,,SAN PEDRO APOSTOL,$15.98,$17.67,$16.87
,,,SANTA CRUZ MIXTEPEC,$15.98,$17.67,$16.87
,,,SAN PABLO HUITZO,$15.98,$17.67,$16.87
,,,SAN DIONISIO OCOTEPEC,$15.98,$17.67,$16.87
,,,SAN DIONISIO OCOTLAN,$15.98,$17.67,$16.87
,,,OCOTLAN DE MORELOS,$15.98,$17.67,$16.87
,,,SAN PABLO HUIXTEPEC,$15.98,$17.67,$16.87
,,,MAGDALENA APASCO,$15.98,$17.67,$16.87
,,,VILLA DE ETLA,$15.98,$17.67,$16.87
,,,SAN LORENZO CACAOTEPEC,$15.98,$17.67,$16.87
,,,SAN BARTOLO COYOTEPEC,$15.98,$17.67,$16.87
,,,SAN PABLO VILLA DE MITLA,$15.98,$17.67,$16.87
,,,CUILAPAM DE GUERRERO,$15.98,$17.67,$16.87
,,,OAXACA DE JUAREZ,$15.98,$17.67,$16.87
,,,SAN ANTONIO DE LA CAL,$15.98,$17.67,$16.87
,,,SAN FRANCISCO LACHIGOLO,$15.98,$17.67,$16.87
,,,SAN JACINTO AMILPAS,$15.98,$17.67,$16.87
,,,SANTA CRUZ XOXOCOTLAN,$15.98,$17.67,$16.87
,,,SANTA LUCIA DEL CAMINO,$15.98,$17.67,$16.87
,,,SANTA MARIA DEL TULE,$15.98,$17.67,$16.87
,,,TEOTITLAN DEL VALLE,$15.98,$17.67,$16.87
,,,TLACOLULA DE MATAMOROS,$15.98,$17.67,$16.87
